The Challengers;Description unavailable;https://www.imdb.com/title/tt0165002/;Genre Unknown;No Rating;Total Rating Count N/A;1972-01-03;
CBS News Sunday Morning;CBS News Sunday Morning is a TV series starring Charles Osgood, Jane Pauley, and Mo Rocca. The news show that does personal interest pieces, and has done since 1979. Anything from interviews with actors, political figures, athletes,...;https://www.imdb.com/title/tt0165001/;News;7.6;660;1979-01-28;
Fast Tracks;Fast Tracks is a TV series starring Gillian Alexy, Joseph Atherden, and Laura Black. Based on a school that is divided by the olympic material kids and the normal students at a high school and what goes on.;https://www.imdb.com/title/tt0165020/;Genre Unknown;7.7;15;1998-09-05;
Návstevníci;Návstevníci is a TV series starring Josef Bláha, Josef Dvorák, and Dagmar Patrasová. It's the year 2484 and the Earth is threatened by a rogue comet which could fatally change its orbit. The solution is surprising - Adam Bernau, the...;https://www.imdb.com/title/tt0165019/;['Comedy', 'Family', 'Fantasy', 'Sci-Fi'];8.2;608;1983-12-02;
Elämänmeno;Description unavailable;https://www.imdb.com/title/tt0165018/;Drama;7.4;52;1978-11-01;
Double Trouble;Description unavailable;https://www.imdb.com/title/tt0165016/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Din vredes dag;Description unavailable;https://www.imdb.com/title/tt0165015/;Drama;7.4;7;1991-02-12;
Devenish;Devenish is a TV series starring Dinsdale Landen, Doran Godwin, and Terence Alexander. The incompetent executive at the games manufacturers Universal Pastimes Ltd. He had an inflated view of himself which constantly brought him into...;https://www.imdb.com/title/tt0165014/;Comedy;No Rating;Total Rating Count N/A;1977-07-15;
Des;Description unavailable;https://www.imdb.com/title/tt0165013/;Comedy;No Rating;Total Rating Count N/A;1972-03-07;
Des O'Connor on Stage;Description unavailable;https://www.imdb.com/title/tt0165012/;Genre Unknown;No Rating;Total Rating Count N/A;1969-05-03;
Des O'Connor Tonight;Des O'Connor Tonight is a TV series starring Des O'Connor, Shirley Bassey, and Kelly Monteith. Music, comedy and celebrity interviews with singer and host Des O'Connor.;https://www.imdb.com/title/tt0165011/;Talk-Show;5.6;29;1977-10-17;
Mystery and Imagination;Mystery and Imagination is a TV series starring David Buck, Mark Moss, and Freddie Jones. A British anthology series based on classic ghost stories and chillers from M. R. James, Poe, Algernon Blackwood, Sheridan Le Fanu and others...;https://www.imdb.com/title/tt0165050/;['Drama', 'Horror', 'Mystery', 'Thriller'];7.5;68;1966-01-29;
Murder Bag;Description unavailable;https://www.imdb.com/title/tt0165049/;['Drama', 'Mystery'];No Rating;Total Rating Count N/A;1957-09-16;
Mortadelo y Filemón;Description unavailable;https://www.imdb.com/title/tt0165048/;['Animation', 'Comedy'];5.6;183;1995-01-14;
Melvyn Bragg's Cumbria;Description unavailable;https://www.imdb.com/title/tt0165047/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Mega Man;Mega Man is a TV series starring Ian James Corlett, Scott McNeil, and Jim Byrnes. Based off of the popular video game, Mega Man. In the year 200X, robot scientists Dr. Thomas Light and Dr. Albert Wily were completing their special...;https://www.imdb.com/title/tt0165046/;['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi'];6.7;859;1994-09-11;
Make Me Laugh;Make Me Laugh is a TV series starring Mark Cohen, Chip Chinery, and Ken Ober. An updated version of the 1979 game show of the same name. The object of the game was not to laugh at the comedians. Various comedians would have one...;https://www.imdb.com/title/tt0165045/;['Comedy', 'Game-Show'];6.1;36;1997-06-02;
The Mackinnons;Description unavailable;https://www.imdb.com/title/tt0165044/;Drama;No Rating;Total Rating Count N/A;1977-05-02;
Mackenzie;Description unavailable;https://www.imdb.com/title/tt0165043/;Drama;7.3;15;1980-09-04;
Live from Lincoln Center;Live from Lincoln Center is a TV series starring Beverly Sills, Audra McDonald, and Louis Perry. Filmed performances from the famous performing arts center in New York City.;https://www.imdb.com/title/tt0165042/;['Music', 'Musical'];8.3;169;1976-01-30;
The Life and Times of Eddie Roberts;Description unavailable;https://www.imdb.com/title/tt0165041/;Comedy;7.0;5;1980-01-07;
Bramwell;Bramwell is a TV series starring Jemma Redgrave, Ruth Sheen, and David Calder. This lavish period drama tells the story of Eleanor Bramwell (Jemma Redgrave), a pioneering female doctor in the late nineteenth century, and the...;https://www.imdb.com/title/tt0165000/;Drama;8.0;785;1995-05-22;
Blondi tuli taloon;Blondi tuli taloon is a TV series starring Niko Sinervä, Lotta Onttonen, and Anu Hälvä. Johanna Tähtinen's husband Ykä burns down their house and goes to jail so Johanna and daughter Liisa are left with nothing. Johanna, not being...;https://www.imdb.com/title/tt0164999/;['Comedy', 'Drama'];5.7;125;1994-01-05;
The Bill Tush Show;Description unavailable;https://www.imdb.com/title/tt0164998/;Comedy;8.0;52;Unknown;
Bei uns daheim;Description unavailable;https://www.imdb.com/title/tt0164997/;Genre Unknown;No Rating;Total Rating Count N/A;1998-07-11;
Battleline;Battleline is a TV series starring Jim Bishop, Hunter Robbins, and Mitsuo Saeki. Syndicated series about World War II battles, in the words of soldiers from both sides of the battleline.;https://www.imdb.com/title/tt0164996/;['Documentary', 'History', 'War'];8.2;18;Unknown;
Alppikengistä jäljet vain jää;Description unavailable;https://www.imdb.com/title/tt0164995/;War;No Rating;Total Rating Count N/A;Unknown;
Alletiders jul;Alletiders jul is a TV series starring Jan Linnebjerg, Paul Hüttel, and Jesper Klein. Pyrus is a Young and Wild Christmas elf who always seeks new adventures.;https://www.imdb.com/title/tt0164994/;['Adventure', 'Comedy', 'Family', 'Musical'];7.3;467;1994-12-01;
Rid i natt;Description unavailable;https://www.imdb.com/title/tt0164851/;Drama;7.0;38;1985-01-23;
Flatmates;Description unavailable;https://www.imdb.com/title/tt0164589/;Comedy;7.1;8;Unknown;
The Doll;The Doll is a TV series starring John Fraser, Anouska Hempel, and Geoffrey Whitehead. Peter Matty a successful has his world is turned upside down when he meets the beautiful Phyllis Du Salle on a flight to London. Soon after she...;https://www.imdb.com/title/tt0164541/;Drama;8.0;19;1975-11-25;
Öregberény;Description unavailable;https://www.imdb.com/title/tt0164308/;['Comedy', 'Drama'];7.4;16;1993-12-02;
The Winjin' Pom;The Winjin' Pom is a TV series starring Michael Robbins, Adèle Anderson, and William Todd-Jones. An evil mafioso-like vulture wants to steel a talking vehicle from a traveling group of adventurers consisting of Australian native...;https://www.imdb.com/title/tt0164306/;['Adventure', 'Comedy', 'Fantasy', 'Mystery'];7.5;15;1991-03-16;
Wings;Wings is a TV series starring Michael Cochrane, Tim Woodward, and Nicholas Jones. A young Englishman born into a blacksmith's family wants to be a flier in one of the new fangled flying machines. He struggles to show a man of his...;https://www.imdb.com/title/tt0164305/;['Drama', 'War'];7.6;118;1977-01-02;
Where the Hell Is Bill?;Description unavailable;https://www.imdb.com/title/tt0164304/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Voltron: The Third Dimension;Voltron: The Third Dimension is a TV series starring Neil Ross, B.J. Ward, and Billy West. Evil threatens the safety of the galaxy. The maniacal Prince Lotor (Tim Curry) escaped from his prison in deep space. He formed a secret...;https://www.imdb.com/title/tt0164303/;['Adventure', 'Animation', 'Sci-Fi'];6.3;168;1998-09-12;
Utánam, srácok!;Description unavailable;https://www.imdb.com/title/tt0164302/;Family;7.7;110;1975-05-31;
United!;United! is a TV series starring Ben Howard, Mark Kingston, and Robin Wentworth. Twice-weekly saga of life at Second Division football club Brentwich.;https://www.imdb.com/title/tt0164301/;['Drama', 'Sport'];6.2;14;1965-10-04;
Holding On;Holding On is a TV series starring Mary Healey, Margaret Flint, and Michael Elphick. Period drama serial Holding On told of the life and times of the East End Wheelwright family over much of the 20th century from 1903 right up to...;https://www.imdb.com/title/tt0164260/;Genre Unknown;No Rating;Total Rating Count N/A;1977-01-16;
Gangsters;Gangsters is a TV series starring Maurice Colbourne, Ahmed Khalil, and Elizabeth Cassidy. Hard-hitting drama in which Maurice Colbourne plays John Kline, a former SAS operative and convicted criminal who is released from prison and...;https://www.imdb.com/title/tt0164258/;['Crime', 'Drama'];7.9;85;1976-09-09;
The Gama News Team;Description unavailable;https://www.imdb.com/title/tt0164257/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Ghost Squad;Ghost Squad is a TV series starring Anthony Marlowe, Claire Nielson, and Michael Quinn. The adventures of the agents of Scotland Yard's secret undercover crime unit, dubbed "The Ghost Squad".;https://www.imdb.com/title/tt0164256/;['Crime', 'Drama'];7.3;47;1961-09-09;
The Flockton Flyer;The Flockton Flyer is a TV series starring David Neal, Peter Duncan, and Gwyneth Strong. The stories center around the Carter family who own and maintain an antique train engine, and all the characters they meet and the adventures...;https://www.imdb.com/title/tt0164255/;['Adventure', 'Family'];7.7;39;1977-04-18;
Engels & Consorten;Description unavailable;https://www.imdb.com/title/tt0164254/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Driveway;Driveway is a TV series starring Sandra Bryant, Richard Everett, and Anthony Newlands. Afternoon drama involving the trials and tribulations of a new driving school.;https://www.imdb.com/title/tt0164253/;Genre Unknown;No Rating;Total Rating Count N/A;1968-07-30;
Dick Spanner, P.I.;Dick Spanner, P.I. is a TV series starring Shane Rimmer, Emma Campbell, and Géraldine Donaldson. A robot detective investigates numerous bizarre crimes in a futuristic city.;https://www.imdb.com/title/tt0164252/;['Animation', 'Comedy', 'Sci-Fi'];7.9;91;1987-05-03;
Mr. Big;Mr. Big is a TV series starring Peter Jones, Prunella Scales, and Ian Lavender. Eddie likes to see himself as a mastermind of the criminal world but one thing holds him back - his family.;https://www.imdb.com/title/tt0164270/;Crime;7.8;6;1977-01-07;
Midnight Is a Place;Midnight Is a Place is a TV series starring Simon Gipps-Kent, Maxine Gordon, and David Collings. This series is about two children who are the wards of a cantankerously un-loving uncle. That uncle owns a rug factory that has the...;https://www.imdb.com/title/tt0164269/;['Drama', 'Adventure', 'Family'];7.7;29;1977-10-12;
Middlemen;Description unavailable;https://www.imdb.com/title/tt0164268/;Comedy;7.8;6;1977-06-15;
A legkisebb ugrifüles;Description unavailable;https://www.imdb.com/title/tt0164267/;Family;7.9;62;Unknown;
Judge Dee;Description unavailable;https://www.imdb.com/title/tt0164265/;Genre Unknown;7.4;11;1969-04-08;
Journey of a Lifetime;Description unavailable;https://www.imdb.com/title/tt0164264/;Documentary;8.6;7;Unknown;
Kamera a hátizsákban;Description unavailable;https://www.imdb.com/title/tt0164263/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Horne A'Plenty;Horne A'Plenty is a TV series starring Kenneth Horne, Graham Stark, and Sheila Steafel. Horne A'Plenty brings a topical approach to this often overworked theme. For this is topicality with a difference, a cornucopia of...;https://www.imdb.com/title/tt0164262/;Comedy;No Rating;Total Rating Count N/A;1968-06-22;
Home and Away;Description unavailable;https://www.imdb.com/title/tt0164261/;Genre Unknown;4.5;8;Unknown;
Rogue's Rock;Rogue's Rock is a TV series starring Royston Tickner, Harold Goodwin, and Graham Simpson. Rogue's Rock is a small island off the coast of Britain that has been governed by a member of the Rogue family for centuries.;https://www.imdb.com/title/tt0164280/;['Adventure', 'Family'];5.8;12;1974-11-06;
The Ravelled Thread;The Ravelled Thread is a TV series starring Steven Grives, Mark Wingett, and Debby Cumming. Warehouse clerk, Silas, is jailed for a crime he did not commit. His daughter Abigail fights to prove his innocence and enlists the help of...;https://www.imdb.com/title/tt0164279/;['Drama', 'Family'];8.3;14;1979-12-31;
Princ, a katona;Description unavailable;https://www.imdb.com/title/tt0164278/;Comedy;6.8;21;1966-12-03;
Preciosa;Preciosa is a TV series starring Alec Von Bargen, Uri Chartarifsky, and Nailea Norvind. Humble cripple girl dreams of becoming a circus star. Falls in love with a doctor who is engaged to Preciosa's half-sister. The Angel Clown, the...;https://www.imdb.com/title/tt0164277/;['Adventure', 'Comedy', 'Drama', 'Family'];7.5;44;1998-04-27;
Polícias à Solta;Description unavailable;https://www.imdb.com/title/tt0164276/;Comedy;No Rating;Total Rating Count N/A;1998-09-06;
Persuasion;Persuasion is a TV mini-series starring Ann Firbank, Bryan Marshall, and Marian Spencer. Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to...;https://www.imdb.com/title/tt0164275/;['History', 'Romance'];6.5;469;1971-04-18;
One on One;Description unavailable;https://www.imdb.com/title/tt0164274/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Not a Lot of People Know That;Description unavailable;https://www.imdb.com/title/tt0164273/;Game-Show;No Rating;Total Rating Count N/A;1998-07-27;
The Nearly Man;The Nearly Man is a TV series starring Tony Britton, Wilfred Pickles, and Ann Firbank. The Nearly Man is a UK TV play and series from the mid-1970s, about a middle-class Labour MP.[1] Both play and series were written by Arthur...;https://www.imdb.com/title/tt0164272/;Drama;8.4;5;1975-11-04;
Nahkiaiset;Nahkiaiset is a TV series starring Ilkka A. Jokinen, Jari Salmi, and Arto Minkkinen. A dark-toned comedy series about a peculiar city and its peculiar inhabitants, who, despite surreal situations and their own shortcomings, somehow...;https://www.imdb.com/title/tt0164271/;Genre Unknown;No Rating;Total Rating Count N/A;1998-07-26;
Challenge Anneka;Description unavailable;https://www.imdb.com/title/tt0164250/;Reality-TV;7.1;55;1987-11-27;
Castaway;Description unavailable;https://www.imdb.com/title/tt0164249/;Drama;6.3;7;1974-02-24;
